ID,Age,Height,Weight,Sex,Total,Sport
8192,43,169.0,63.0,F,0,Equestrian
8193,23,185.0,83.0,M,0,Athletics
8194,25,202.0,95.0,M,0,Rowing
8195,22,176.0,72.0,M,0,Swimming
8196,32,190.0,84.0,M,0,Swimming
8197,27,191.0,84.0,M,0,Badminton
8198,27,182.0,80.0,M,0,Canoe Sprint
8199,27,189.0,99.0,M,0,Water Polo
8200,26,178.0,60.0,F,0,Modern Pentathlon
8201,21,195.0,96.0,M,1,Rowing
8202,17,170.0,62.0,M,0,Swimming
8203,28,200.0,103.0,M,0,Volleyball
8204,23,183.0,72.0,M,0,Cycling - Road
8205,26,176.0,63.0,F,0,Canoe Slalom
8206,34,183.0,68.0,M,1,Equestrian
8207,23,184.0,67.0,F,0,Swimming
8208,28,179.0,64.0,F,1,Swimming
8209,34,165.0,71.0,M,0,Equestrian
8210,27,180.0,70.0,M,0,Canoe Slalom
8211,24,175.0,70.0,F,0,Athletics
8212,27,197.0,105.0,M,0,Handball
8213,21,185.0,74.0,M,0,Rowing
8214,22,180.0,72.0,F,0,Rowing
8215,28,177.0,64.0,F,0,Hockey
8216,28,163.0,54.0,F,0,Archery
8217,39,203.0,94.0,M,0,Beach Volleyball
8218,16,188.0,73.0,M,0,Swimming
8219,26,185.0,70.0,M,0,Cycling - Mountain Bike
8220,21,185.0,72.0,F,0,Rowing
8221,24,183.0,74.0,F,0,Hockey
8222,30,190.0,88.0,M,0,Handball
8223,24,190.0,98.0,M,1,Rowing
8224,50,167.0,74.0,M,0,Shooting
8225,34,173.0,68.0,F,0,Canoe Sprint
8226,27,173.0,80.0,M,0,Swimming
8227,26,172.0,68.0,M,0,Cycling - Mountain Bike
8228,21,180.0,75.0,M,0,Swimming
8229,27,171.0,58.0,F,0,Beach Volleyball
8230,25,183.0,70.0,F,0,Beach Volleyball
8231,26,180.0,105.0,F,0,Athletics
8232,26,183.0,83.0,M,0,Tennis
8233,27,189.0,80.0,M,0,Fencing
8234,32,173.0,63.0,F,0,Athletics
8235,26,197.0,95.0,M,0,Volleyball
8236,27,173.0,62.0,F,0,Canoe Sprint
8237,28,174.0,64.0,F,0,Athletics
8238,27,187.0,70.0,M,0,Athletics
8239,21,161.0,50.0,F,0,Rowing
8240,49,175.0,65.0,M,0,Equestrian
8241,30,190.0,80.0,M,0,Triathlon
8242,32,206.0,108.0,M,0,Basketball
8243,27,163.0,59.0,F,0,Football
8244,26,168.0,60.0,M,0,Wrestling
8245,25,160.0,62.0,F,0,Football
8246,30,186.0,132.0,M,0,Athletics
8247,24,197.0,85.0,M,0,Water Polo
8248,31,206.0,93.0,M,0,Athletics
8249,25,181.0,64.0,F,0,Football
8250,28,167.0,64.0,F,0,Athletics
8251,22,185.0,,M,0,Taekwondo
8252,39,191.0,85.0,F,0,Volleyball
8253,28,176.0,73.0,F,1,Rowing
8254,24,187.0,82.0,M,0,Swimming
8255,30,180.0,67.0,F,0,Basketball
8256,33,185.0,78.0,M,0,Athletics
8257,26,172.0,57.0,F,0,Athletics
8258,40,197.0,97.0,M,1,Rowing
8259,24,182.0,75.0,M,0,Sailing
8260,28,177.0,56.0,M,0,Athletics
8261,37,186.0,87.0,M,0,Athletics
8262,22,192.0,82.0,M,0,Football
8263,24,177.0,81.0,M,0,Judo
8264,18,179.0,65.0,F,0,Shooting
8265,30,179.0,75.0,M,0,Athletics
8266,28,188.0,75.0,F,0,Handball
8267,20,180.0,70.0,F,2,Swimming
8268,35,169.0,56.0,F,0,Athletics
8269,20,185.0,83.0,M,0,Football
8270,35,198.0,115.0,M,0,Water Polo
8271,24,178.0,61.0,M,0,Athletics
8272,27,176.0,62.0,F,0,Football
8273,30,177.0,64.0,F,0,Football
8274,27,175.0,70.0,M,0,Diving
8275,34,187.0,71.0,M,0,Rowing
8276,27,196.0,80.0,M,0,Basketball
8277,22,183.0,104.0,F,0,Water Polo
8278,26,170.0,59.0,F,0,Equestrian
8279,31,190.0,90.0,M,0,Rowing
8280,18,162.0,,F,0,Gymnastics - Artistic
8281,46,174.0,68.0,F,0,Shooting
8282,40,172.0,51.0,F,0,Athletics
8283,27,171.0,73.0,M,0,Sailing
8284,23,169.0,,M,0,Boxing
8285,31,177.0,69.0,F,0,Rowing
8286,22,170.0,64.0,F,0,Hockey
8287,29,176.0,84.0,M,0,Wrestling
8288,20,165.0,59.0,F,0,Athletics
8289,25,174.0,67.0,F,0,Football
8290,28,175.0,63.0,F,0,Swimming
8291,28,203.0,125.0,M,0,Athletics
8292,23,210.0,101.0,M,0,Beach Volleyball
8293,22,155.0,55.0,M,0,Wrestling
8294,21,178.0,73.0,F,0,Athletics
8295,26,183.0,70.0,F,0,Beach Volleyball
8296,27,188.0,94.0,F,0,Athletics
8297,26,170.0,65.0,F,0,Athletics
8298,21,170.0,,M,0,Boxing
8299,23,194.0,84.0,F,0,Rowing
8300,42,167.0,58.0,F,0,Sailing
8301,32,178.0,75.0,M,0,Hockey
8302,27,172.0,59.0,F,0,Table Tennis
8303,18,154.0,50.0,F,0,Football
8304,26,180.0,73.0,M,0,Athletics
8305,27,174.0,59.0,F,0,Swimming
8306,28,190.0,75.0,M,0,Tennis
8307,24,171.0,63.0,M,0,Badminton
8308,24,168.0,55.0,F,0,Football
8309,21,155.0,48.0,F,0,Shooting
8310,22,206.0,130.0,M,0,Basketball
8311,24,189.0,77.0,M,1,Cycling - Track
8312,27,165.0,,F,0,Taekwondo
8313,36,165.0,65.0,F,0,Canoe Sprint
8314,27,184.0,82.0,F,0,Handball
8315,27,175.0,66.0,M,0,Wrestling
8316,29,189.0,76.0,M,0,Cycling - Track
8317,34,180.0,81.0,M,0,Shooting
8318,28,178.0,87.0,M,0,Archery
8319,16,154.0,,F,0,Gymnastics - Artistic
8320,33,176.0,64.0,F,0,Athletics
8321,28,173.0,71.0,F,0,Football
8322,33,173.0,59.0,F,0,Athletics
8323,35,158.0,52.0,F,0,Sailing
8324,26,195.0,96.0,M,0,Handball
8325,27,152.0,55.0,M,0,Weightlifting
8326,17,173.0,,F,0,Gymnastics - Rhythmic
8327,26,172.0,65.0,M,0,Triathlon
8328,25,168.0,56.0,F,0,Hockey
8329,24,163.0,67.0,M,0,Weightlifting
8330,29,185.0,120.0,M,0,Wrestling
8331,22,170.0,66.0,M,0,Wrestling
8332,18,179.0,96.0,M,0,Wrestling
8333,22,184.0,75.0,M,0,Athletics
8334,24,190.0,72.0,M,0,Rowing
8335,30,174.0,62.0,M,0,Athletics
8336,23,,,M,0,Hockey
8337,23,170.0,68.0,M,0,Swimming
8338,18,,,M,0,Hockey
8339,16,,80.0,F,0,Judo
8340,25,165.0,58.0,F,0,Table Tennis
8341,18,152.0,52.0,F,0,Fencing
8342,21,185.0,72.0,M,0,Fencing
8343,18,157.0,50.0,F,0,Swimming
8344,21,183.0,71.0,M,0,Water Polo
8345,23,172.0,66.0,F,0,Athletics
8346,32,,,F,0,Athletics
8347,25,165.0,63.0,F,0,Wrestling
8348,20,168.0,60.0,F,0,Volleyball
8349,26,178.0,68.0,F,1,Fencing
8350,21,196.0,90.0,M,0,Swimming
8351,29,171.0,63.0,F,0,Cycling - Track
8352,28,188.0,79.0,M,0,Swimming
8353,17,171.0,56.0,F,0,Swimming
8354,23,192.0,85.0,M,0,Swimming
8355,28,174.0,74.0,M,0,Wrestling
8356,28,160.0,53.0,F,0,Cycling - Track
8357,25,188.0,59.0,F,0,Tennis
8358,29,,,M,0,Equestrian
8359,23,180.0,84.0,M,0,Wrestling
8360,22,175.0,75.0,F,0,Shooting
8361,26,174.0,73.0,F,0,Hockey
8362,22,175.0,60.0,F,0,Athletics
8363,21,178.0,73.0,M,0,Swimming
8364,34,192.0,73.0,F,0,Volleyball
8365,25,183.0,,M,0,Gymnastics - Artistic
8366,20,167.0,66.0,M,1,Judo
8367,29,181.0,89.0,M,0,Hockey
8368,29,167.0,60.0,F,0,Sailing
8369,24,177.0,58.0,F,0,Athletics
8370,30,192.0,85.0,M,0,Athletics
8371,24,183.0,80.0,M,0,Sailing
8372,26,163.0,60.0,F,0,Cycling - Mountain Bike
8373,23,190.0,82.0,M,0,Swimming
8374,23,186.0,78.0,M,0,Swimming
8375,21,194.0,77.0,M,0,Table Tennis
8376,24,152.0,50.0,F,0,Hockey
8377,17,175.0,,F,0,Boxing
8378,24,168.0,50.0,F,0,Athletics
8379,21,163.0,,M,0,Gymnastics - Artistic
8380,21,165.0,55.0,M,0,Wrestling
8381,24,165.0,103.0,F,0,Weightlifting
8382,16,165.0,61.0,F,0,Swimming
8383,26,179.0,,M,0,Boxing
8384,25,167.0,57.0,F,0,Fencing
8385,23,168.0,,M,0,Boxing
8386,19,173.0,65.0,M,0,Table Tennis
8387,22,173.0,66.0,F,0,Volleyball
8388,21,154.0,,F,0,Gymnastics - Artistic
8389,28,167.0,57.0,F,0,Badminton
8390,32,181.0,80.0,F,0,Handball
8391,35,190.0,88.0,M,0,Beach Volleyball
8392,23,170.0,,F,0,Synchronised Swimming
8393,22,161.0,68.0,F,1,Weightlifting
8394,26,187.0,61.0,F,0,Athletics
8395,21,191.0,82.0,M,0,Athletics
8396,22,183.0,81.0,M,0,Water Polo
8397,22,167.0,52.0,F,0,Athletics
8398,25,176.0,74.0,F,0,Sailing
8399,34,169.0,50.0,F,0,Athletics
8400,41,170.0,73.0,M,0,Shooting
8401,28,,,M,0,Wrestling
8402,25,186.0,97.0,M,0,Canoe Sprint
8403,26,180.0,86.0,M,0,Canoe Sprint
8404,24,177.0,75.0,M,0,Canoe Slalom
8405,21,190.0,75.0,M,0,Athletics
8406,23,173.0,58.0,M,0,Athletics
8407,26,196.0,109.0,M,0,Canoe Sprint
8408,23,162.0,60.0,M,0,Judo
8409,24,166.0,65.0,F,0,Cycling - Track
8410,17,,,F,0,Gymnastics - Rhythmic
8411,23,164.0,60.0,F,0,Athletics
8412,21,166.0,45.0,F,0,Athletics
8413,24,160.0,48.0,F,0,Athletics
8414,33,180.0,78.0,F,0,Rowing
8415,28,199.0,85.0,M,0,Athletics
8416,26,172.0,56.0,F,0,Athletics
8417,29,177.0,66.0,F,0,Fencing
8418,23,198.0,84.0,M,0,Basketball
8419,39,197.0,85.0,M,0,Water Polo
8420,33,174.0,62.0,F,0,Athletics
8421,24,180.0,68.0,F,0,Tennis
8422,26,190.0,140.0,M,0,Weightlifting
8423,27,181.0,101.0,M,0,Judo
8424,28,182.0,60.0,M,0,Athletics
8425,25,178.0,92.0,F,0,Athletics
8426,36,188.0,84.0,M,0,Sailing
8427,24,172.0,68.0,F,0,Table Tennis
8428,26,164.0,59.0,M,0,Judo
8429,19,183.0,68.0,F,0,Archery
8430,22,,,F,0,Shooting
8431,33,180.0,82.0,M,0,Shooting
8432,32,168.0,55.0,F,0,Athletics
8433,26,188.0,120.0,M,0,Athletics
8434,32,178.0,74.0,F,0,Handball
8435,30,198.0,82.0,M,0,Cycling - Road
8436,25,197.0,100.0,M,0,Rowing
8437,20,194.0,85.0,M,0,Football
8438,27,184.0,74.0,M,0,Rowing
8439,24,193.0,92.0,M,0,Canoe Sprint
8440,21,182.0,72.0,F,0,Rowing
8441,20,166.0,70.0,F,0,Football
8442,26,177.0,55.0,F,0,Athletics
8443,27,165.0,60.0,M,0,Judo
8444,28,169.0,57.0,F,0,Rowing
8445,27,189.0,84.0,F,0,Handball
8446,19,172.0,61.0,M,0,Athletics
8447,32,188.0,85.0,M,0,Handball
8448,26,175.0,60.0,M,0,Shooting
8449,17,161.0,50.0,F,0,Swimming
8450,25,177.0,73.0,M,0,Athletics
8451,21,185.0,76.0,M,0,Swimming
8452,27,168.0,59.0,F,0,Table Tennis
8453,26,189.0,80.0,M,0,Swimming
8454,27,198.0,84.0,M,0,Athletics
8455,25,183.0,62.0,F,0,Volleyball
8456,22,178.0,69.0,M,0,Football
8457,23,156.0,57.0,F,0,Athletics
8458,26,179.0,76.0,M,0,Athletics
8459,30,178.0,,M,0,Taekwondo
8460,26,186.0,88.0,M,0,Canoe Sprint
8461,21,176.0,75.0,M,0,Canoe Sprint
8462,25,,,M,0,Swimming
8463,22,176.0,68.0,F,0,Handball
8464,23,170.0,60.0,M,0,Triathlon
8465,21,,,M,0,Athletics
8466,29,177.0,68.0,F,0,Beach Volleyball
8467,31,161.0,57.0,F,0,Table Tennis
8468,23,179.0,76.0,M,0,Football
8469,22,172.0,63.0,F,0,Judo
8470,25,203.0,155.0,M,1,Judo
8471,20,168.0,57.0,F,0,Judo
8472,31,173.0,60.0,M,0,Athletics
8473,26,185.0,,M,0,Boxing
8474,32,173.0,80.0,F,0,Athletics
8475,26,159.0,56.0,F,0,Table Tennis
8476,25,,,F,0,Athletics
8477,24,177.0,65.0,F,0,Handball
8478,25,178.0,63.0,M,0,Athletics
8479,22,177.0,58.0,F,0,Athletics
8480,32,169.0,58.0,F,0,Triathlon
8481,22,188.0,135.0,M,0,Judo
8482,21,171.0,60.0,F,0,Swimming
8483,30,175.0,80.0,M,0,Judo
8484,23,191.0,94.0,M,0,Rowing
8485,42,190.0,90.0,M,0,Rowing
8486,27,180.0,69.0,M,0,Tennis
8487,38,160.0,45.0,F,0,Athletics
8488,22,190.0,88.0,M,0,Handball
8489,26,190.0,95.0,M,0,Handball
8490,35,185.0,103.0,M,0,Sailing
8491,21,185.0,75.0,M,0,Swimming
8492,25,165.0,54.0,F,0,Athletics
8493,30,162.0,59.0,F,0,Athletics
8494,27,175.0,59.0,F,0,Athletics
8495,27,168.0,62.0,F,0,Weightlifting
8496,28,170.0,70.0,F,0,Athletics
8497,22,152.0,56.0,M,0,Weightlifting
8498,29,175.0,67.0,F,0,Football
8499,32,170.0,58.0,F,0,Athletics
8500,23,177.0,69.0,M,0,Football
8501,23,172.0,84.0,M,0,Weightlifting
8502,28,,,F,0,Shooting
8503,25,,,M,0,Athletics
8504,21,,,M,0,Hockey
8505,23,,,M,0,Hockey
8506,27,,,M,0,Athletics
8507,23,178.0,69.0,M,0,Rowing
8508,20,,,M,0,Hockey
8509,25,,,M,0,Athletics
8510,26,,,M,0,Hockey
8511,26,,,M,0,Hockey
8512,24,,,M,0,Hockey
8513,22,,80.0,M,0,Rowing
8514,29,,,M,0,Hockey
8515,26,,,F,0,Athletics
8516,27,156.0,47.0,F,0,Hockey
8517,20,183.0,77.0,M,0,Swimming
8518,22,188.0,95.0,M,1,Rowing
8519,24,,,M,1,Rowing
8520,27,176.0,69.0,F,0,Rowing
8521,31,169.0,62.0,M,0,Fencing
8522,25,186.0,81.0,M,0,Athletics
8523,23,168.0,63.0,M,0,Athletics
8524,25,188.0,90.0,M,1,Cycling - Track
8525,22,149.0,58.0,F,1,Weightlifting
8526,28,182.0,81.0,M,0,Fencing
8527,20,189.0,94.0,M,0,Athletics
8528,19,150.0,48.0,F,0,Weightlifting
8529,24,175.0,61.0,M,0,Triathlon
8530,22,170.0,60.0,F,0,Football
8531,20,162.0,56.0,F,0,Swimming
8532,34,184.0,68.0,M,0,Athletics
8533,25,169.0,62.0,F,0,Sailing
8534,30,176.0,64.0,F,0,Fencing
8535,25,195.0,93.0,M,0,Handball
8536,18,186.0,70.0,F,0,Swimming
8537,18,,,M,0,Hockey
8538,19,180.0,77.0,M,0,Swimming
8539,24,191.0,88.0,M,0,Table Tennis
8540,36,165.0,58.0,F,0,Sailing
8541,33,191.0,85.0,M,0,Beach Volleyball
8542,26,180.0,67.0,M,0,Cycling - Mountain Bike
8543,22,183.0,73.0,M,0,Football
8544,24,160.0,,F,0,Synchronised Swimming
8545,54,175.0,77.0,M,0,Equestrian
8546,25,178.0,60.0,M,0,Athletics
8547,29,190.0,,M,0,Basketball
8548,27,182.0,70.0,M,0,Rowing
8549,23,155.0,48.0,F,0,Football
8550,31,185.0,94.0,M,0,Sailing
8551,26,176.0,60.0,F,0,Table Tennis
8552,31,181.0,73.0,F,0,Handball
8553,22,190.0,77.0,M,0,Volleyball
8554,30,170.0,60.0,F,0,Athletics
8555,28,183.0,77.0,M,0,Fencing
8556,21,160.0,43.0,F,0,Athletics
8557,23,166.0,56.0,F,0,Sailing
8558,31,168.0,56.0,F,0,Sailing
8559,32,188.0,77.0,F,0,Athletics
8560,28,180.0,78.0,M,0,Swimming
8561,20,183.0,114.0,F,0,Athletics
8562,20,,,M,0,Athletics
8563,26,160.0,,M,0,Boxing
8564,36,183.0,96.0,M,0,Sailing
8565,31,204.0,100.0,M,0,Basketball
8566,27,186.0,83.0,M,0,Sailing
8567,27,193.0,82.0,F,0,Basketball
8568,31,187.0,77.0,M,0,Athletics
8569,30,194.0,91.0,M,0,Rowing
8570,32,188.0,84.0,M,0,Swimming
8571,29,193.0,88.0,M,0,Rowing
8572,24,181.0,69.0,F,0,Beach Volleyball
8573,29,170.0,70.0,F,0,Judo
8574,23,163.0,55.0,F,0,Football
8575,25,190.0,89.0,M,0,Beach Volleyball
8576,26,180.0,80.0,M,0,Athletics
8577,30,183.0,79.0,M,0,Football
8578,25,178.0,71.0,M,0,Athletics
8579,22,172.0,60.0,F,0,Swimming
8580,20,183.0,84.0,M,0,Athletics
8581,34,174.0,70.0,M,0,Table Tennis
8582,29,183.0,73.0,M,0,Judo
8583,24,183.0,115.0,M,0,Athletics
8584,25,172.0,59.0,F,0,Swimming
8585,19,168.0,55.0,F,0,Diving
8586,27,179.0,73.0,M,0,Hockey
8587,25,183.0,85.0,M,0,Canoe Sprint
8588,20,159.0,57.0,F,0,Hockey
8589,29,193.0,104.0,M,0,Water Polo
8590,22,174.0,52.0,F,0,Athletics
8591,22,191.0,72.0,M,1,Rowing
8592,33,156.0,58.0,F,0,Football
8593,28,182.0,72.0,F,0,Basketball
8594,30,166.0,48.0,F,0,Athletics
8595,23,179.0,,M,1,Gymnastics - Artistic
8596,21,204.0,97.0,M,0,Volleyball
8597,31,175.0,67.0,M,0,Athletics
8598,24,180.0,68.0,F,0,Rowing
8599,25,190.0,95.0,M,0,Athletics
8600,19,172.0,,F,0,Gymnastics - Rhythmic
8601,31,174.0,64.0,F,0,Football
8602,24,189.0,93.0,M,0,Hockey
8603,27,194.0,80.0,M,0,Badminton
8604,31,197.0,130.0,M,0,Athletics
8605,26,181.0,68.0,F,0,Water Polo
8606,30,186.0,92.0,M,0,Canoe Sprint
8607,22,187.0,82.0,M,0,Football
8608,36,181.0,82.0,F,0,Athletics
8609,27,183.0,70.0,M,0,Athletics
8610,18,159.0,58.0,F,0,Weightlifting
8611,33,165.0,66.0,F,0,Hockey
8612,30,170.0,60.0,F,0,Athletics
8613,23,182.0,62.0,F,0,Swimming
8614,26,174.0,85.0,F,0,Athletics
8615,18,170.0,67.0,F,0,Cycling - BMX
8616,31,180.0,78.0,F,0,Basketball
8617,23,,,F,0,Swimming
8618,27,177.0,,F,0,Handball
8619,21,174.0,64.0,M,0,Sailing
8620,25,179.0,81.0,M,0,Swimming
8621,26,179.0,74.0,M,0,Rowing
8622,25,165.0,58.0,M,0,Athletics
8623,30,,,M,0,Tennis
8624,20,175.0,65.0,F,0,Canoe Sprint
8625,26,177.0,73.0,F,0,Weightlifting
8626,19,188.0,84.0,M,0,Football
8627,16,175.0,66.0,F,0,Swimming
8628,27,185.0,108.0,M,0,Athletics
8629,21,201.0,88.0,M,0,Volleyball
8630,24,169.0,61.0,F,0,Tennis
8631,19,,74.0,M,0,Wrestling
8632,31,199.0,97.0,M,0,Rowing
8633,27,183.0,72.0,M,0,Rowing
8634,22,188.0,83.0,M,0,Football
8635,21,164.0,65.0,F,0,Table Tennis
8636,20,,,M,0,Swimming
8637,31,175.0,69.0,F,0,Football
8638,27,191.0,77.0,M,0,Athletics
8639,26,165.0,73.0,M,0,Athletics
8640,19,186.0,73.0,M,0,Athletics
8641,21,170.0,,F,0,Synchronised Swimming
8642,34,160.0,72.0,F,0,Wrestling
8643,21,176.0,68.0,M,0,Football
8644,21,179.0,64.0,F,0,Hockey
8645,26,170.0,66.0,F,0,Sailing
8646,24,175.0,65.0,M,0,Badminton
8647,18,158.0,,F,0,Gymnastics - Rhythmic
8648,31,195.0,95.0,M,0,Handball
8649,33,178.0,85.0,M,1,Judo
8650,21,178.0,82.0,F,0,Water Polo
8651,26,174.0,70.0,F,0,Hockey
8652,20,175.0,67.0,F,0,Swimming
8653,29,175.0,72.0,F,0,Basketball
8654,34,206.0,113.0,M,0,Basketball
8655,25,170.0,61.0,F,2,Swimming
8656,21,173.0,,M,0,Boxing
8657,22,165.0,68.0,F,0,Football
8658,21,166.0,,F,0,Taekwondo
8659,27,183.0,70.0,F,0,Volleyball
8660,26,165.0,60.0,F,0,Athletics
8661,21,179.0,83.0,M,0,Football
8662,37,183.0,72.0,M,0,Cycling - Road
8663,28,192.0,100.0,M,0,Handball
8664,25,170.0,68.0,M,0,Athletics
8665,24,175.0,60.0,M,0,Athletics
8666,20,178.0,,F,0,Taekwondo
8667,33,198.0,98.0,M,0,Water Polo
8668,29,170.0,73.0,M,0,Judo
8669,28,170.0,56.0,F,0,Badminton
8670,30,197.0,94.0,M,0,Beach Volleyball
8671,22,170.0,65.0,F,0,Wrestling
8672,26,172.0,64.0,M,0,Athletics
8673,26,169.0,55.0,M,0,Wrestling
8674,19,165.0,68.0,F,0,Football
8675,25,176.0,65.0,M,0,Cycling - Mountain Bike
8676,21,132.0,62.0,F,0,Athletics
8677,29,178.0,72.0,M,0,Modern Pentathlon
8678,25,186.0,85.0,M,0,Cycling - Road
8679,20,183.0,74.0,M,0,Swimming
8680,22,178.0,68.0,M,0,Football
8681,38,173.0,59.0,F,0,Football
8682,18,174.0,72.0,F,0,Rowing
8683,21,172.0,70.0,M,0,Football
8684,19,168.0,52.0,F,0,Athletics
8685,26,175.0,60.0,F,0,Athletics
8686,20,,,M,0,Swimming
8687,25,168.0,58.0,F,0,Athletics
8688,28,,,F,0,Athletics
8689,19,188.0,94.0,F,0,Water Polo
8690,30,197.0,98.0,F,0,Basketball
8691,29,167.0,55.0,F,0,Wrestling
8692,38,171.0,60.0,F,0,Shooting
8693,27,166.0,59.0,F,0,Football
8694,29,163.0,50.0,F,0,Fencing
8695,23,180.0,80.0,M,0,Badminton
8696,26,164.0,55.0,F,0,Athletics
8697,22,175.0,64.0,F,0,Athletics
8698,28,165.0,56.0,F,0,Diving
8699,24,183.0,75.0,M,0,Fencing
8700,27,191.0,79.0,M,0,Athletics
8701,22,158.0,60.0,F,0,Equestrian
8702,33,192.0,95.0,M,0,Handball
8703,29,178.0,68.0,F,0,Handball
8704,22,175.0,,M,0,Boxing
8705,26,171.0,71.0,F,0,Modern Pentathlon
8706,25,180.0,75.0,F,0,Athletics
8707,28,155.0,52.0,F,0,Athletics
8708,27,180.0,,F,0,Boxing
8709,23,181.0,93.0,M,0,Cycling - Track
8710,26,172.0,63.0,F,0,Athletics
8711,28,174.0,105.0,M,0,Weightlifting
8712,33,196.0,95.0,M,1,Rowing
8713,20,184.0,79.0,F,0,Athletics
8714,25,197.0,88.0,M,0,Beach Volleyball
8715,30,166.0,53.0,F,0,Triathlon
8716,30,176.0,68.0,M,0,Equestrian
8717,40,168.0,60.0,F,0,Cycling - Mountain Bike
8718,27,210.0,117.0,M,0,Basketball
8719,24,183.0,85.0,F,0,Swimming
8720,31,182.0,80.0,F,0,Athletics
8721,24,161.0,55.0,F,0,Cycling - Road
8722,25,168.0,55.0,F,0,Equestrian
8723,26,196.0,92.0,M,1,Swimming
8724,25,173.0,61.0,F,0,Athletics
8725,22,183.0,67.0,F,0,Athletics
8726,31,180.0,65.0,F,0,Tennis
8727,24,171.0,64.0,F,0,Hockey
8728,21,171.0,60.0,F,0,Hockey
8729,18,159.0,61.0,M,0,Weightlifting
8730,32,175.0,,F,0,Taekwondo
8731,30,180.0,85.0,M,0,Athletics
8732,24,171.0,54.0,F,0,Triathlon
8733,20,183.0,78.0,M,0,Swimming
8734,24,157.0,48.0,F,0,Wrestling
8735,23,174.0,66.0,M,0,Wrestling
8736,23,198.0,95.0,M,0,Canoe Sprint
8737,35,176.0,66.0,F,0,Basketball
8738,26,193.0,94.0,M,0,Rowing
8739,26,175.0,78.0,F,0,Athletics
8740,20,192.0,93.0,M,0,Rowing
8741,23,174.0,59.0,F,0,Athletics
8742,26,193.0,80.0,M,0,Tennis
8743,28,181.0,,M,0,Boxing
8744,42,,,F,0,Sailing
8745,30,188.0,108.0,M,0,Athletics
8746,28,174.0,55.0,F,0,Athletics
8747,25,180.0,,M,0,Taekwondo
8748,24,173.0,66.0,M,0,Cycling - Mountain Bike
8749,33,190.0,87.0,M,0,Handball
8750,18,172.0,,F,0,Gymnastics - Rhythmic
8751,31,176.0,86.0,M,0,Sailing
8752,26,205.0,80.0,M,0,Volleyball
8753,30,192.0,98.0,M,0,Handball
8754,25,189.0,80.0,M,0,Athletics
8755,34,206.0,107.0,M,0,Volleyball
8756,20,198.0,82.0,M,0,Swimming
8757,26,168.0,70.0,F,0,Rowing
8758,25,190.0,80.0,M,0,Cycling - Road
8759,27,181.0,74.0,F,1,Rowing
8760,25,194.0,80.0,M,0,Athletics
8761,26,166.0,56.0,F,0,Badminton
8762,29,163.0,50.0,F,0,Athletics
8763,25,188.0,85.0,M,0,Swimming
8764,17,158.0,59.0,F,0,Diving
8765,26,191.0,79.0,M,0,Athletics
8766,29,194.0,96.0,F,0,Volleyball
8767,23,207.0,89.0,M,0,Volleyball
8768,23,185.0,68.0,F,0,Volleyball
8769,26,185.0,82.0,M,0,Swimming
8770,25,185.0,79.0,M,0,Modern Pentathlon
8771,24,,,M,0,Athletics
8772,29,181.0,74.0,M,0,Sailing
8773,31,183.0,70.0,M,0,Equestrian
8774,24,175.0,80.0,F,0,Athletics
8775,28,189.0,115.0,M,0,Athletics
8776,25,178.0,72.0,M,0,Athletics
8777,21,190.0,87.0,M,0,Football
8778,28,201.0,94.0,M,0,Rowing
8779,34,170.0,55.0,F,0,Athletics
8780,18,173.0,,F,0,Gymnastics - Rhythmic
8781,22,172.0,62.0,F,0,Athletics
8782,28,190.0,93.0,M,0,Rowing
8783,39,197.0,95.0,M,0,Handball
8784,28,166.0,72.0,F,0,Shooting
8785,28,180.0,60.0,F,0,Swimming
8786,25,183.0,75.0,F,0,Water Polo
8787,19,175.0,70.0,F,0,Water Polo
8788,29,180.0,71.0,M,0,Athletics
8789,31,170.0,65.0,M,0,Table Tennis
8790,31,176.0,,M,0,Trampoline
8791,21,,,F,0,Cycling - BMX
8792,29,172.0,58.0,F,0,Swimming
8793,29,183.0,145.0,M,0,Weightlifting
8794,18,160.0,,F,0,Gymnastics - Artistic
8795,31,198.0,104.0,M,0,Water Polo
8796,25,184.0,78.0,M,0,Swimming
8797,30,160.0,47.0,F,0,Athletics
8798,32,171.0,77.0,M,0,Canoe Slalom
8799,33,186.0,79.0,M,0,Tennis
8800,22,175.0,62.0,F,0,Archery
8801,22,174.0,64.0,F,0,Swimming
8802,23,182.0,78.0,M,0,Rowing
8803,18,160.0,,M,0,Gymnastics - Artistic
8804,32,200.0,118.0,M,0,Handball
8805,27,180.0,59.0,F,0,Athletics
8806,24,178.0,61.0,F,0,Modern Pentathlon
8807,29,168.0,53.0,F,0,Diving
8808,23,182.0,86.0,M,0,Volleyball
8809,29,165.0,56.0,F,0,Cycling - Road
8810,43,,,M,0,Archery
8811,26,180.0,81.0,M,0,Judo
8812,24,181.0,128.0,M,0,Athletics
8813,29,178.0,,F,0,Taekwondo
8814,32,172.0,68.0,M,0,Cycling - Road
8815,23,194.0,89.0,F,0,Basketball
8816,22,165.0,54.0,F,0,Football
8817,28,170.0,62.0,F,0,Athletics
8818,26,186.0,86.0,M,0,Canoe Sprint
8819,25,176.0,69.0,F,0,Sailing
8820,26,178.0,83.0,M,0,Sailing
8821,18,183.0,74.0,M,0,Swimming
8822,28,193.0,78.0,M,0,Hockey
8823,27,197.0,95.0,M,0,Swimming
